left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,result
195.78203344345093,142.4919232726097,79.18068301677704,149.61445152759552,244.30592322349548,219.93617326021194,18.50079309940338,220.36345064640045,244.30592322349548,219.93617326021194,18.50079309940338,220.36345064640045,143.15378665924072,107.67299957573414,1
239.44377899169922,163.38279086351395,129.1027250289917,157.19455602765083,286.4213161468506,231.8681783080101,86.1482629776001,224.78606003522873,286.4213161468506,231.8681783080101,86.1482629776001,224.78606003522873,181.54693412780762,93.82960286736488,1
500.08623027801514,472.0973225235939,154.5640585422516,468.47282361984253,565.5782295465469,775.29599827528,89.4306371808052,774.9987763166428,565.5782295465469,775.29599827528,89.4306371808052,774.9987763166428,340.7420637011528,272.53463113307953,1
682.4036123752594,560.6527471542358,290.6224683225155,549.9896505475044,901.434735417366,779.0289753675461,150.81324109435081,815.828754901886,901.434735417366,779.0289753675461,150.81324109435081,815.828754901886,511.88053846359253,319.69597086310387,1
733.8593512773514,537.8126429915428,341.2328292429447,528.2594078779221,952.1712857484818,768.1670429706573,211.95490702986717,801.9942256808281,952.1712857484818,768.1670429706573,211.95490702986717,801.9942256808281,562.6044496893883,299.8479113280773,1
717.2726285457611,548.8883681297302,321.12580835819244,540.5992588996887,953.7090682983398,764.4830794334412,175.119389295578,810.0040484666824,953.7090682983398,764.4830794334412,175.119389295578,810.0040484666824,537.7264469861984,301.78973519802094,1
814.5302550792694,582.7049210071564,424.0417409539223,575.9143569469452,1032.1812862157822,786.8125424385071,273.45790857076645,836.7279779911041,1032.1812862157822,786.8125424385071,273.45790857076645,836.7279779911041,640.9081630706787,335.85046339035034,1
711.1711435317993,569.03027176857,328.0711169242859,560.2391242980957,934.6578969955444,786.988165140152,185.3569850921631,824.3909296989441,934.6578969955444,786.988165140152,185.3569850921631,824.3909296989441,542.103823184967,335.83173751831055,1
832.2520928382874,548.0423150062561,419.58937191963196,547.213476896286,1059.8242300748825,861.3387078046799,226.54665118455887,854.633312702179,1059.8242300748825,861.3387078046799,226.54665118455887,854.633312702179,646.295677781105,309.12915778160095,1
696.1185048222542,517.450502872467,295.4313794374466,519.7911350727081,930.9517770409584,829.1663956642151,87.95198321342468,823.8959860801697,930.9517770409584,829.1663956642151,87.95198321342468,823.8959860801697,521.4284560382366,286.54488134384155,1
878.8360117077827,567.622131228447,479.0404123663902,575.2994648218155,1115.8349323868752,882.9357423782349,277.39077839255333,881.7434237003326,1115.8349323868752,882.9357423782349,277.39077839255333,881.7434237003326,705.057172358036,337.338073015213,1
772.2608075737953,579.3932079076767,369.6269858777523,576.9082508683205,1006.0150057077408,898.8475068211555,159.9826119840145,893.2066392302513,1006.0150057077408,898.8475068211555,159.9826119840145,893.2066392302513,587.6036344766617,336.9953565001488,1
177.33493995666504,153.5742238163948,50.01826500892639,152.21711248159409,195.14542150497437,255.62584400177002,35.829673290252686,242.1530932188034,195.14542150497437,255.62584400177002,35.829673290252686,242.1530932188034,110.54201316833496,79.5973189175129,1
549.2679290771484,490.1810531616211,204.00666046142578,486.7364273071289,651.8014068603516,762.5961227416992,125.78077697753906,790.8015975952148,651.8014068603516,762.5961227416992,125.78077697753906,790.8015975952148,371.91595458984375,278.2478313446045,1
833.6805603504181,555.6832731962204,486.1138654053211,557.1282686591148,949.2400014400482,838.8018547296524,418.81864044070244,868.5615119934082,949.2400014400482,838.8018547296524,418.81864044070244,868.5615119934082,662.1192353367805,354.9941068291664,1
